name
IIT Bombay - Indian Institute of Technology
IIT Madras - Indian Institute of Technology
DTU - Delhi Technological University
Amity University, Jaipur
IIMT Studies- International Institute of Management and Technical Studies, Bhopal
IIT Delhi - Indian Institute of Technology
VIT Vellore
NIT Trichy - National Institute of Technology
Santosh Medical College and Hospital, Santosh University
Lovely Professional University, Admission Office
Banaras Hindu University
IIT Kharagpur - Indian Institute of Technology
NIT Surathkal - National Institute of Technology
Thapar School of Liberal Arts and Sciences
AAFT University of Media And Arts
IIT Hyderabad - Indian Institute of Technology
NIT Warangal - National Institute of Technology
IIT Roorkee - Indian Institute of Technology
Santosh Institute of Allied Health Sciences, Santosh University
Quantum School of Technology (Admission Office), Quantum University
IIT Kanpur - Indian Institute of Technology
BITS Pilani - Birla Institute of Technology and Science
Thapar University
R.R. Group of Institutions
JIS Institute of Advanced Studies and Research Kolkata, JIS University
IIT Guwahati - Indian Institute of Technology
NIT Rourkela - National Institute of Technology
Indian Institute of Technology, BHU, Varanasi
Ambalika Institute of Professional Studies
G H Raisoni University, Amravati
Jadavpur University
College of Engineering, Pune
NIT Calicut - National Institute of Technology
MOMSOON Academy
Moople Institute of Animation and Design, Barasat
